"DateTime","Dota 2","Counter-Strike 2","PUBG: BATTLEGROUNDS","Hogwarts Legacy","New World","Baldur's Gate 3","Cyberpunk 2077","ELDEN RING","Goose Goose Duck","Lost Ark"
"2012-12-23 00:00:00",184129,22859,,,,,,,,
"2012-12-24 00:00:00",178981,18249,,,,,,,,
"2012-12-25 00:00:00",184889,20428,,,,,,,,
"2012-12-26 00:00:00",188263,23400,,,,,,,,
"2012-12-27 00:00:00",190168,24745,,,,,,,,
"2012-12-28 00:00:00",194478,26396,,,,,,,,
"2012-12-29 00:00:00",193507,27994,,,,,,,,
"2012-12-30 00:00:00",183476,28208,,,,,,,,
"2012-12-31 00:00:00",179569,25071,,,,,,,,
"2013-01-01 00:00:00",260989,31359,,,,,,,,
"2013-01-02 00:00:00",191548,27365,,,,,,,,
"2013-01-03 00:00:00",195662,27971,,,,,,,,
"2013-01-04 00:00:00",206468,27057,,,,,,,,
"2013-01-05 00:00:00",207823,31275,,,,,,,,
"2013-01-06 00:00:00",200878,31343,,,,,,,,
"2013-01-07 00:00:00",197441,30480,,,,,,,,
"2013-01-08 00:00:00",195051,28874,,,,,,,,
"2013-01-09 00:00:00",199860,27372,,,,,,,,
"2013-01-10 00:00:00",213862,27760,,,,,,,,
"2013-01-11 00:00:00",234693,26010,,,,,,,,
"2013-01-12 00:00:00",223423,29060,,,,,,,,
"2013-01-13 00:00:00",204455,28927,,,,,,,,
"2013-01-14 00:00:00",205046,27930,,,,,,,,
"2013-01-15 00:00:00",206108,27010,,,,,,,,
"2013-01-16 00:00:00",209216,26002,,,,,,,,
"2013-01-17 00:00:00",224598,25946,,,,,,,,
"2013-01-18 00:00:00",249092,24670,,,,,,,,
"2013-01-19 00:00:00",243759,28609,,,,,,,,
"2013-01-20 00:00:00",227237,29421,,,,,,,,
"2013-01-21 00:00:00",224170,29341,,,,,,,,
"2013-01-22 00:00:00",228490,27271,,,,,,,,
"2013-01-23 00:00:00",230012,27272,,,,,,,,
"2013-01-24 00:00:00",243819,27283,,,,,,,,
"2013-01-25 00:00:00",261921,25976,,,,,,,,
"2013-01-26 00:00:00",258661,29566,,,,,,,,
"2013-01-27 00:00:00",237414,29562,,,,,,,,
